"","name","country","age","overall","potential","club","pos","value","wage"
"315","Cyril Ngonge","Belgium",21,66,76,"FC Groningen","RM",1900000,2000
"316","Varol Tasar","Germany",24,66,69,"FC Luzern","RM",1200000,4000
"317","Michal Skóras","Poland",21,66,77,"Lech Poznan","RM",1900000,2000
"318","Efrain Alvarez","Mexico",19,66,78,"LA Galaxy","RM",2e+06,1000
"319","Yerson Chacón","Venezuela",18,65,82,"Deportivo Táchira FC","RM",1800000,500
"320","Connor McLennan","Scotland",21,65,73,"Aberdeen","RM",1600000,2000
"321","Xeber Alkain Mitxelena","Spain",24,65,71,"Real Sociedad B","RM",1100000,2000
"322","Tim Lemperle","Germany",19,65,79,"1. FC Köln","RM",1700000,4000
"323","Juan Montenegro","Bolivia",24,65,68,"Club Deportivo Guabirá","RM",975000,500
"324","Jonas Sterner","Germany",19,65,76,"Holstein Kiel","RM",1500000,4000
"325","Arvin Appiah","England",20,65,80,"Unión Deportiva Almería","RM",1700000,2000
"326","Erjiaduo De","China PR",24,65,68,"Shandong Taishan","RM",975000,4000
"327","Borja Sainz Eguskiza","Spain",20,65,78,"Real Zaragoza","RM",1700000,5000
"328","Ramón Sosa","Paraguay",21,65,75,"Gimnasia y Esgrima La Plata","RM",1600000,3000
"329","Abraham Marcus","Nigeria",21,65,69,"Radomiak Radom","RM",1e+06,1000
"330","Marlon Fernández","Venezuela",35,65,65,"Deportivo Táchira FC","RM",3e+05,500
"331","Starling Yendis","Venezuela",22,65,70,"Hermanos Colmenarez","RM",1100000,500
"332","Hikaru Nakahara","Japan",24,65,68,"Cerezo Osaka","RM",975000,2000
"333","Ezequiel Alfonso","Paraguay",21,65,73,"General Caballero (JLM)","RM",1600000,500
"334","Blas Armoa","Paraguay",20,65,76,"Fútbol Club Juárez","RM",1600000,2000
"335","Ignacio Laquintana","Uruguay",22,65,72,"Club Atlético Peñarol","RM",1500000,500
"336","Bryan Colula","Mexico",25,65,66,"Mazatlán Futbol Club","RM",850000,4000
"337","Salim Ben Seghir","France",18,65,77,"Olympique de Marseille","RM",1700000,3000
"338","Turki Al Ammar","Saudi Arabia",21,65,75,"Al Shabab","RM",1600000,6000
"339","Brahian Cuello","Argentina",23,65,70,"Defensa y Justicia","RM",1100000,4000
"340","Gabriel Martínez Aguilera","Spain",18,65,80,"Girona FC","RM",1700000,1000
"341","Gustavo Peredo","Bolivia",21,65,72,"Club Deportivo Guabirá","RM",1500000,500
"342","Lynden Gooch","United States",25,65,66,"Sunderland","RM",850000,4000
"343","Cristian Costin","Romania",23,65,71,"FC Voluntari","RM",1100000,2000
"344","Leon Dajaku","Germany",20,65,72,"Sunderland","RM",1400000,6000
"345","José Alonso Lara","Spain",21,65,77,"Real Betis Balompié","RM",1800000,4000
"346","Lenny Pintor","France",20,65,74,"Olympique Lyonnais","RM",1600000,10000
"347","Ryo Miyaichi","Japan",28,65,65,"Yokohama F. Marinos","RM",725000,4000
"348","Djavan Anderson","Suriname",26,65,65,"PEC Zwolle","RM",775000,12000
"349","Yudai Konishi","Japan",23,65,71,"Tokushima Vortis","RM",1100000,1000
"350","George Cîmpanu","Romania",20,65,79,"Universitatea Craiova","RM",1700000,3000
"351","Franco Baldassarra","Argentina",22,65,74,"Platense","RM",1600000,3000
"352","Tobias Klysner","Denmark",19,65,72,"Randers FC","RM",1400000,2000
"353","Johandry Hidalgo","Venezuela",20,65,71,"Estudiantes de Mérida","RM",1100000,500
"354","Hicham Mahou","France",21,65,72,"FC Lausanne-Sport","RM",1500000,3000
"355","Gustavo Torres","Colombia",25,65,68,"Club Always Ready","RM",950000,500
"356","Johao Chávez","Ecuador",22,65,71,"9 de Octubre","RM",1100000,500
"357","Kolja Pusch","Germany",28,65,65,"MSV Duisburg","RM",725000,3000
"358","Bendik Bye","Norway",31,65,65,"Kristiansund BK","RM",6e+05,1000
"359","Jairo Pérez","Venezuela",29,65,65,"Hermanos Colmenarez","RM",7e+05,500
"360","Antonio Galeano","Paraguay",21,65,75,"Club Cerro Porteño","RM",1600000,500
"361","Charles Boli","France",22,65,71,"Racing Club de Lens","RM",1100000,6000
"362","Niko Hansen","Denmark",26,65,65,"Minnesota United FC","RM",775000,2000
"363","Brian Farioli","Argentina",23,65,71,"Club Atlético Colón","RM",1100000,3000
"364","Marcelo André Veiga Lopes","Cape Verde Islands",27,65,65,"FC Voluntari","RM",750000,2000
"365","Zachary Elbouzedi","Republic of Ireland",23,65,71,"AIK","RM",1100000,2000
"366","Jaume Albert Cuéllar Mendoza","Bolivia",19,65,78,"CD Lugo","RM",1700000,1000
"367","Béni Makouana","Congo",18,65,78,"Montpellier Hérault SC","RM",1700000,2000
"368","Alan Virginius","France",18,65,82,"FC Sochaux-Montbéliard","RM",1800000,700
"369","Tomoya Fujii","Japan",22,64,72,"Sanfrecce Hiroshima","RM",1300000,2000
"370","Orlando Gaona Lugo","Paraguay",30,64,64,"Club Nacional","RM",575000,500
"371","Gino Infantino","Argentina",18,64,80,"Rosario Central","RM",1500000,1000
"372","Maurice Deville","Luxembourg",28,64,64,"SV Sandhausen","RM",6e+05,2000
"373","Sam Nicholson","Scotland",26,64,64,"Bristol Rovers","RM",650000,3000
"374","Cengizhan Akgün","Turkey",21,64,70,"Yeni Malatyaspor","RM",950000,3000
"375","Edison Mero","Ecuador",22,64,70,"Delfín Sporting Club","RM",950000,500
"376","Benedict Hollerbach","Germany",20,64,69,"SV Wehen Wiesbaden","RM",875000,2000
"377","Rodrigo Márquez","Argentina",19,64,77,"Club Atlético Independiente","RM",1400000,2000
"378","Omran Haydary","Afghanistan",23,64,69,"Lechia Gdansk","RM",875000,2000
"379","Sylvester Jasper","Bulgaria",20,64,73,"Hibernian","RM",1300000,9000
"380","Elias Achouri","France",21,64,72,"Estoril Praia","RM",1300000,1000
"381","Albert Stahl","Romania",22,64,71,"Rapid Bucure<U+0219>ti","RM",1200000,2000
"382","Shion Inoue","Japan",23,64,68,"Vissel Kobe","RM",850000,2000
"383","Vladyslav Kochergin","Ukraine",25,64,65,"Raków Czestochowa","RM",7e+05,2000
"384","Brazão Teixeira Pedro David","Portugal",18,64,76,"Futebol Clube de Famalicão","RM",1400000,850
"385","Ovidiu Hor<U+0219>ia","Romania",20,64,70,"Gaz Metan Medias","RM",9e+05,3000
"386","Lucas Brochero","Argentina",22,64,72,"Arsenal de Sarandí","RM",1300000,3000
"387","Antonio Sefer","Romania",21,64,74,"Rapid Bucure<U+0219>ti","RM",1300000,2000
"388","Marvin Ajani","Germany",27,64,64,"MSV Duisburg","RM",625000,2000
"389","Alessandro Di Pardo","Italy",20,64,71,"Juventus","RM",1200000,10000
"390","Rego Szánthó","Hungary",20,64,78,"Ferencvárosi TC","RM",1400000,500
"391","Haissem Hassan","France",19,64,78,"CD Mirandés","RM",1400000,4000
"392","Maikel Chang","Cuba",30,64,64,"Real Salt Lake","RM",575000,2000
"393","Óscar Noriega","Venezuela",32,64,64,"Hermanos Colmenarez","RM",475000,500
"394","John Yeboah","Germany",21,64,72,"MSV Duisburg","RM",1300000,2000
"395","El Hadji Dieye","Senegal",19,64,77,"AS Saint-Étienne","RM",1400000,4000
"396","Daniel Amador","Mexico",24,64,70,"Mazatlán Futbol Club","RM",925000,3000
"397","Rodrigo Vilca","Peru",22,64,73,"Newcastle United","RM",1300000,8000
"398","George Merloi","Romania",21,64,71,"FC Voluntari","RM",1200000,1000
"399","César García Menéndez","Spain",21,64,75,"Real Sporting de Gijón","RM",1300000,2000
"400","Amadou Traoré","France",19,64,76,"FC Girondins de Bordeaux","RM",1400000,3000
"401","Erickson Gallardo","Venezuela",24,64,67,"Toronto FC","RM",8e+05,2000
"402","Moussa Sidibé","Mali",25,64,65,"SD Ponferradina","RM",7e+05,2000
"403","Joseph Hungbo","England",21,64,75,"Ross County FC","RM",1300000,8000
"404","Tsubasa Endoh","Japan",27,64,64,"Melbourne City FC","RM",625000,3000
"405","Morgan Faßbender","Germany",22,64,72,"SV Meppen","RM",1300000,650
"406","César Menacho","Bolivia",21,64,74,"Club Deportivo Jorge Wilstermann","RM",1300000,500
"407","George Thomson","England",29,64,64,"Harrogate Town","RM",575000,3000
"408","Jeremy Sarmiento","Ecuador",19,64,78,"Brighton & Hove Albion","RM",1400000,7000
"409","Gwang Hyeok Lee","Korea Republic",25,64,65,"Pohang Steelers","RM",7e+05,2000
"410","Pablo Mancilla","Ecuador",28,63,63,"Club Social y Deportivo Macará","RM",475000,500
"411","Matías Ocampo","Uruguay",19,63,77,"Club Atlético River Plate","RM",1100000,500
"412","Edgar Sevikyan","Russia",19,63,77,"Levante Unión Deportiva","RM",1100000,3000
"413","Hoon Sung Jung","Korea Republic",27,63,63,"Jeju United FC","RM",5e+05,2000
"414","Ariel Uribe","Chile",22,63,70,"CD Antofagasta","RM",975000,900
"415","Cristian Olivera","Uruguay",19,63,76,"Club Atlético Peñarol","RM",1100000,500
"416","Darlin Leiton","Ecuador",20,63,77,"Club Alianza Lima","RM",1200000,500
"417","Miguel Rodríguez Vidal","Spain",18,63,80,"RC Celta de Vigo","RM",1200000,2000
"418","Dimitri Boudaud","France",34,63,63,"USL Dunkerque","RM",230000,2000
"419","Julio César Enciso","Paraguay",17,63,83,"Club Libertad","RM",1300000,500
"420","Sergiu Ciocan","Romania",21,63,70,"Gaz Metan Medias","RM",975000,2000
"421","Edward Campbell Sutherland","England",21,63,72,"Atlético de Madrid","RM",1100000,1000
"422","Arkadiusz Pyrka","Poland",18,63,75,"Piast Gliwice","RM",1100000,700
"423","José Torres","Venezuela",28,63,63,"Aragua Fútbol Club","RM",475000,500
"424","Dawid Kocyla","Poland",18,63,75,"Bruk-Bet Termalica Nieciecza","RM",1100000,500
"425","Kazuya Konno","Japan",23,63,67,"FC Tokyo","RM",7e+05,2000
"426","Darian Males","Switzerland",20,63,78,"FC Basel 1893","RM",1200000,11000
"427","Sekou Sidibe","Belgium",20,63,71,"FC U Craiova 1948","RM",1100000,2000
"428","Jan Shcherbakovski","Belarus",20,63,75,"Hallescher FC","RM",1200000,850
"429","Jorge Nuñez","Paraguay",25,63,63,"Guaireña FC","RM",525000,500
"430","Joseph Ganda","Israel",24,63,66,"FC Flyeralarm Admira","RM",650000,2000
"431","Akira Hamashita","Japan",25,63,63,"Tokushima Vortis","RM",525000,1000
"432","Tim Maciejewski","Germany",20,63,75,"SK Austria Klagenfurt","RM",1200000,5000
"433","Manuel Molina Rodríguez","Spain",22,63,71,"SD Huesca","RM",1100000,2000
"434","Gustaf Norlin","Sweden",24,63,66,"IFK Göteborg","RM",650000,1000
"435","Alan Marinelli","Argentina",22,63,72,"Estudiantes de La Plata","RM",1100000,3000
"436","Leon Damer","Germany",21,63,73,"TSV Havelse","RM",1100000,500
"437","Sultan Mandash","Saudi Arabia",26,63,63,"Al Fayha","RM",525000,5000
"438","Geovani Júnior","Brazil",20,63,75,"Futebol Clube de Famalicão","RM",1200000,2000
"439","Juan Nazareno","Ecuador",22,63,68,"Mushuc Runa","RM",750000,500
"440","Maksymilian Sitek","Poland",20,63,72,"PGE FKS Stal Mielec","RM",1100000,750
"441","Ronald McIntosh","Venezuela",22,63,69,"Aragua Fútbol Club","RM",775000,500
"442","Ignacio Miramón","Argentina",18,63,76,"Gimnasia y Esgrima La Plata","RM",1100000,1000
"443","Nassim Chadli","Morocco",19,63,77,"ESTAC Troyes","RM",1100000,2000
"444","Naim García García","Spain",19,63,78,"CD Leganés","RM",1100000,1000
"445","Tijjani Noslin","Netherlands",21,63,69,"Fortuna Sittard","RM",775000,2000
"446","Samuel Kroon","Sweden",24,63,66,"Halmstads BK","RM",650000,1000
"447","Nahuel Cainelli","Argentina",26,63,63,"Godoy Cruz","RM",525000,2000
"448","Iker Benito Sánchez","Spain",18,63,75,"CA Osasuna","RM",1100000,2000
"449","Kenta Inoue","Japan",22,63,69,"Oita Trinita","RM",775000,1000
"450","Pascal Steinwender","Germany",24,63,66,"Sportclub Verl","RM",650000,550
"451","Wesley David de Oliveira Andrade","Brazil",21,63,74,"FC Sion","RM",1100000,4000
"452","Dominik Steczyk","Poland",22,63,69,"PGE FKS Stal Mielec","RM",775000,2000
"453","Lisandru Tramoni","France",18,63,76,"Cagliari","RM",1100000,2000
"454","Kevin Lankford","Germany",22,63,70,"SV Wehen Wiesbaden","RM",975000,2000
"455","Enrique Carrasco Acosta","Spain",23,63,69,"Cádiz CF","RM",750000,5000
"456","Philipp Sturm","Austria",22,63,67,"TSV Egger Glas Hartberg","RM",7e+05,2000
"457","Jonier Medina","Ecuador",21,63,70,"9 de Octubre","RM",975000,500
"458","Kris Twardek","Canada",24,62,64,"Bohemian FC","RM",525000,650
"459","Alex Gilliead","England",25,62,63,"Bradford City","RM",475000,4000
"460","Yahya Soumaré","France",21,62,73,"Olympique Lyonnais","RM",9e+05,7000
"461","Yasin Çakaloglu","Turkey",20,62,70,"Fatih Karagümrük S.K.","RM",875000,2000
"462","Csaba Bukta","Hungary",19,62,73,"SC Rheindorf Altach","RM",850000,2000
"463","Manuel Sulbarán","Venezuela",18,62,75,"Caracas Fútbol Club","RM",925000,500
"464","Alexandru I<U+0219>fan","Romania",21,62,71,"Campionii FC Arges","RM",9e+05,1000
"465","Gastón Viera","Argentina",18,62,76,"Racing Club","RM",925000,1000
"466","Owura Edwards","England",20,62,71,"Colchester United","RM",875000,5000
"467","Jun Nishikawa","Japan",19,62,74,"Sagan Tosu","RM",950000,1000
"468","Christian Viet","Germany",22,62,67,"Borussia Dortmund II","RM",6e+05,3000
"469","Matías Sosa","Argentina",19,62,74,"Club Atlético Talleres","RM",950000,2000
"470","Victor Navas","Venezuela",20,62,71,"AC Mineros de Guayana","RM",875000,500
"471","Dion De Neve","Belgium",20,62,73,"SV Zulte Waregem","RM",875000,2000
"472","Jonathan Benítez","Paraguay",20,62,70,"Club Nacional","RM",875000,500
"473","Abel Casquete","Ecuador",23,62,68,"Guayaquil City FC","RM",625000,500
"474","Shola Shoretire","England",17,62,84,"Manchester United","RM",1200000,2000
"475","Kacper Skibicki","Poland",19,62,69,"Legia Warszawa","RM",775000,1000
"476","Denilson Ovando","Ecuador",19,62,76,"Caracas Fútbol Club","RM",950000,500
"477","David Seger","Sweden",21,62,68,"Örebro SK","RM",650000,850
"478","Rodrigo Gareca","Bolivia",19,62,71,"Club Deportivo Jorge Wilstermann","RM",850000,500
"479","Lucas Ambrogio","Argentina",22,62,70,"Argentinos Juniors","RM",9e+05,2000
"480","Lamine Cissé","France",18,62,74,"AS Nancy Lorraine","RM",925000,550
"481","Malcolm Ebiowei","England",17,62,76,"Derby County","RM",9e+05,500
"482","Freddy Mina","Ecuador",22,62,68,"Club Social y Deportivo Macará","RM",650000,500
"483","Yadaly Diaby","France",20,62,70,"Clermont Foot 63","RM",875000,3000
"484","Edwin Torres","Colombia",23,62,68,"Arsenal de Sarandí","RM",625000,2000
"485","Shilow Tracey","England",23,62,68,"Cambridge United","RM",625000,2000
"486","Kevin Díaz","Venezuela",19,62,71,"Hermanos Colmenarez","RM",850000,500
"487","Tom Zimmerschied","Germany",22,62,71,"Hallescher FC","RM",9e+05,850
"488","Esteban Obregón","Argentina",19,61,74,"Estudiantes de La Plata","RM",775000,1000
"489","Denso Kasius","Netherlands",18,61,74,"Bologna","RM",750000,2000
"490","Wikelman Carmona","Venezuela",18,61,77,"New York Red Bulls","RM",825000,550
"491","Mika Baur","Germany",16,61,75,"SC Freiburg II","RM",750000,500
"492","Ismael Omar","Saudi Arabia",29,61,61,"Al Faisaly","RM",325000,3000
"493","Julian von Moos","Switzerland",20,61,75,"FC St. Gallen 1879","RM",8e+05,2000
"494","Carlos Calzadilla","Venezuela",19,61,73,"Deportivo Táchira FC","RM",775000,500
"495","Jeizon Ramírez","Venezuela",20,61,73,"Deportivo Táchira FC","RM",8e+05,500
"496","Noah Fatar","France",19,61,75,"Angers SCO","RM",775000,2000
"497","Gregory Materan","Venezuela",23,61,66,"Estudiantes de Mérida","RM",5e+05,500
"498","Cebrail Makreckis","Latvia",21,61,67,"FC Viktoria 1889 Berlin","RM",525000,600
"499","Thierno Ballo","Austria",19,61,79,"Chelsea","RM",850000,8000
"500","Tyreik Wright","Republic of Ireland",19,61,70,"Colchester United","RM",7e+05,2000
"501","Davide Ghislandi","Italy",19,61,71,"Atalanta","RM",7e+05,4000
"502","Tunahan Tasçi","Turkey",19,61,73,"Fortuna Sittard","RM",775000,1000
"503","Sergio Fretes","Paraguay",22,61,69,"Club Nacional","RM",725000,500
"504","Savvas Siatravanis","Greece",28,61,61,"Newcastle Jets","RM",325000,650
"505","Anouar El Moukhantir","Germany",23,61,67,"FK Austria Wien","RM",525000,3000
"506","Luciano Cingolani","Argentina",20,61,73,"Newell's Old Boys","RM",8e+05,2000
"507","Nicolás Laméndola","Argentina",22,61,69,"Atlético Tucumán","RM",725000,2000
"508","Tomáš Ostrák","Czech Republic",21,61,73,"1. FC Köln","RM",8e+05,3000
"509","Javier Arape","Venezuela",20,61,73,"Academia Puerto Cabello","RM",8e+05,500
"510","Facundo Russo","Argentina",20,61,70,"Platense","RM",725000,2000
"511","Stuart McKinstry","Scotland",18,61,79,"Leeds United","RM",825000,4000
"512","Lasse Günther","Germany",18,61,79,"FC Augsburg","RM",825000,1000
"513","Taïryk Arconte","France",17,61,78,"AC Ajaccio","RM",825000,500
"514","Chie Edoojon Kawakami","Japan",23,61,67,"Tokushima Vortis","RM",525000,800
"515","Alexander Ranacher","Austria",22,61,67,"WSG Tirol","RM",525000,2000
"516","Martín Garay","Argentina",22,61,70,"Atlético Tucumán","RM",725000,2000
"517","Tyrone Tormin","France",20,61,75,"Chamois Niortais Football Club","RM",8e+05,1000
"518","Ali Sanogo","Côte d'Ivoire",22,61,67,"Seraing","RM",525000,2000
"519","Matías González","Argentina",22,61,70,"Godoy Cruz","RM",725000,2000
"520","Alioune Ndour","Senegal",23,61,67,"FK Haugesund","RM",525000,750
"521","Stefan Maronkevic","Germany",21,61,68,"Türkgücü München","RM",675000,950
"522","Ziya Alkurt","Turkey",30,61,61,"Altay SK","RM",325000,3000
"523","Mateo Tanlongo","Argentina",17,61,76,"Rosario Central","RM",750000,500
"524","Marcel Canadi","Austria",23,61,65,"SV Ried","RM",475000,2000
"525","Guillermo Marín","Venezuela",20,61,74,"Deportivo La Guaira FC","RM",8e+05,500
"526","Fernando Ovelar","Paraguay",17,61,74,"Club Cerro Porteño","RM",750000,500
"527","Esey Gebreyesus","Switzerland",17,61,82,"Olympique de Marseille","RM",1e+06,750
"528","Blake Bodily","United States",23,61,65,"Portland Timbers","RM",475000,1000
"529","Carlos Borja","Ecuador",20,60,67,"Sociedad Deportiva Aucas","RM",475000,500
"530","Luke Hannant","England",27,60,60,"Colchester United","RM",250000,3000
"531","José Rondón","Venezuela",20,60,72,"AC Mineros de Guayana","RM",6e+05,500
"532","Benjamin Borasi","Argentina",23,60,65,"Club Atlético Sarmiento","RM",375000,2000
"533","Cameron Harper","United States",19,60,74,"New York Red Bulls","RM",575000,800
"534","Pasquale Giannotti","Italy",22,60,68,"Crotone","RM",550000,600
"535","Joaquín Gho","Argentina",18,60,74,"Club Atlético Sarmiento","RM",575000,700
"536","Ronald Briones","Ecuador",21,60,69,"Sociedad Deportiva Aucas","RM",550000,500
"537","Dillon Hoogewerf","Netherlands",18,60,78,"Manchester United","RM",625000,5000
"538","Ji Sung Eom","Korea Republic",19,60,79,"GwangJu FC","RM",625000,550
"539","Danny Rowe","England",29,60,60,"Burton Albion","RM",240000,1000
"540","Pablo Cortés García","Spain",17,60,78,"Real Zaragoza","RM",625000,500
"541","Facundo Altamira","Argentina",19,60,69,"Godoy Cruz","RM",525000,1000
"542","Momo Cissé","Guinea",18,60,78,"Wisla Kraków","RM",625000,1000
"543","Francisco Ilarregui","Argentina",24,60,66,"Argentinos Juniors","RM",4e+05,2000
"544","Kai Matsuzaki","Japan",23,60,65,"Urawa Red Diamonds","RM",375000,2000
"545","Amari Miller","England",18,60,77,"Leeds United","RM",625000,4000
"546","Gian Luca Schulz","Germany",21,60,69,"F.C. Hansa Rostock","RM",550000,1000
"547","Marcel Wedrychowski","Poland",19,60,76,"Górnik Leczna","RM",625000,900
"548","Michal Golinski","Poland",21,60,67,"Górnik Leczna","RM",5e+05,650
"549","Auli Oliveros","Colombia",19,60,70,"Club Independiente Santa Fe","RM",525000,500
"550","Thomas Boakye","Ghana",28,60,60,"Halmstads BK","RM",250000,900
"551","Jaden Philogene-Bidace","England",19,60,78,"Stoke City","RM",625000,3000
"552","Marco Majouga","France",20,60,72,"USL Dunkerque","RM",6e+05,850
"553","Joseph Rosales","Honduras",20,60,70,"Minnesota United FC","RM",550000,1000
"554","Min Jun Kim","Korea Republic",21,60,72,"Ulsan Hyundai FC","RM",6e+05,1000
"555","Bryan García","Ecuador",20,60,71,"Independiente del Valle","RM",550000,500
"556","Shinji Yamada","Japan",27,60,60,"FC Viktoria 1889 Berlin","RM",250000,750
"557","Marcos Benítez","Argentina",19,59,70,"Newell's Old Boys","RM",475000,1000
"558","Emiliano Viveros","Argentina",18,59,71,"Arsenal de Sarandí","RM",525000,600
"559","Christian Gallardo","Ecuador",17,59,78,"Barcelona Sporting Club","RM",550000,500
"560","Andres Jasson","United States",19,59,77,"New York City FC","RM",575000,800
"561","Diego Acevedo","Chile",20,59,67,"Unión Española","RM",5e+05,850
"562","Simon Stehle","Germany",19,59,74,"1. FC Kaiserslautern","RM",525000,2000
"563","Franco Nicolás Torres","Argentina",24,59,62,"Deportivo Cali","RM",3e+05,500
"564","Emanuel Rosales","Argentina",22,59,67,"Atlético Tucumán","RM",5e+05,2000
"565","Sebastián Claure","Bolivia",21,59,68,"Club Always Ready","RM",5e+05,500
"566","Diego Armando Roca","Venezuela",18,59,71,"AC Mineros de Guayana","RM",525000,500
"567","Patrick Weah","Liberia",17,59,73,"Minnesota United FC","RM",525000,500
"568","Lucas Chávez","Bolivia",18,59,74,"Club Bolívar","RM",525000,500
"569","Jonatas Santos","Brazil",19,59,71,"Al Ain FC","RM",525000,500
"570","Dixon Vera","Ecuador",18,59,63,"CS Emelec","RM",3e+05,500
"571","Ulrik Mathisen","Norway",22,59,66,"Lillestrøm SK","RM",450000,850
"572","Sadik Bas","Turkey",27,59,59,"Atakas Hatayspor","RM",240000,2000
"573","Walter Mora","Ecuador",19,59,70,"Mushuc Runa","RM",475000,500
"574","Søren Tengstedt","Denmark",21,59,68,"Silkeborg IF","RM",5e+05,1000
"575","Jules Gaudin","France",21,59,69,"En Avant de Guingamp","RM",5e+05,1000
"576","Ryan Adigo","Germany",20,59,69,"FC Würzburger Kickers","RM",5e+05,1000
"577","Goduine Koyalipou","France",21,59,64,"FC Lausanne-Sport","RM",350000,2000
"578","Luke Burgess","England",22,59,66,"Salford City","RM",450000,3000
"579","Jakub Myszor","Poland",19,59,71,"Cracovia","RM",525000,1000
"580","Anthony Valencia","Ecuador",17,59,71,"Independiente del Valle","RM",525000,500
"581","Dantouma Toure","United States",17,59,77,"Colorado Rapids","RM",550000,500
"582","Luis Ángel Flores","Bolivia",18,59,75,"Club Bolívar","RM",575000,500
"583","Ayman Yahya","Saudi Arabia",20,59,75,"Al Ahli","RM",6e+05,4000
"584","Erik Ahlstrand","Sweden",19,59,68,"Halmstads BK","RM",475000,500
"585","Jesús Alvarado","Venezuela",19,59,70,"Hermanos Colmenarez","RM",475000,500
"586","Suhair Vadakkepeedika","India",28,59,59,"NorthEast United FC","RM",230000,500
"587","Enji Ali Said","Comoros",19,59,70,"Dijon FCO","RM",475000,550
"588","Mikaël Cantave","Haiti",24,59,62,"AFC Chindia Târgovi<U+0219>te","RM",3e+05,1000
"589","Jefferson Troya","Ecuador",20,59,70,"LDU Quito","RM",5e+05,500
"590","Michael Ameyaw","Poland",20,59,68,"Piast Gliwice","RM",5e+05,1000
"591","Hugo Sotelo Gómez","Spain",17,59,74,"RC Celta de Vigo","RM",525000,500
"592","Narek Grigoryan","Armenia",21,59,68,"Jagiellonia Bialystok","RM",5e+05,1000
"593","Sandro Schendl","Austria",18,58,74,"SK Sturm Graz","RM",525000,1000
"594","Serhat Ahmetoglu","Turkey",19,58,73,"Fatih Karagümrük S.K.","RM",475000,4000
"595","Steven Bradley","Scotland",19,58,72,"Dundalk FC","RM",475000,850
"596","Junya Nodake","Japan",26,58,58,"Oita Trinita","RM",220000,900
"597","Benjamín Osses","Chile",19,58,69,"Club de Deportes Cobresal","RM",450000,500
"598","Jack de Vries","United States",19,58,72,"Venezia FC","RM",475000,800
"599","Jacob Engel","Germany",20,58,69,"SC Freiburg II","RM",450000,650
"600","Marius Cioiu","Romania",21,58,69,"FC Academica Clinceni","RM",450000,950
"601","Silvano Estacio","Ecuador",19,58,72,"CS Emelec","RM",475000,500
"602","Matías Fredes","Chile",18,58,72,"CD Antofagasta","RM",475000,500
"603","Berat Yaman","Turkey",18,58,68,"Yeni Malatyaspor","RM",425000,850
"604","Miguel Angel Villarroel","Bolivia",17,58,71,"Club Bolívar","RM",475000,500
"605","Gilmar Paredes","Peru",18,58,70,"Club Sporting Cristal","RM",475000,500
"606","Walter Martínez Tauda","Chile",21,58,69,"Deportivo Ñublense","RM",450000,700
"607","Juan Pablo Plada","Uruguay",22,58,65,"Club Atlético River Plate","RM",425000,500
"608","Sam Pearson","Wales",19,58,73,"Bristol City","RM",475000,3000
"609","Josh Mulligan","Scotland",18,58,73,"Dundee FC","RM",475000,500
"610","Nahuel Acosta","Uruguay",21,58,68,"Club Atlético Rentistas","RM",450000,500
"611","Claudio Torres","Chile",18,58,70,"CD Huachipato","RM",475000,500
"612","Zeidane Inoussa","Sweden",19,58,76,"Stade Malherbe Caen","RM",525000,650
"613","Jorge Tandazo","Peru",17,58,73,"Club Universitario de Deportes","RM",475000,500
"614","Kevin Manzano Cortés","Spain",22,58,70,"CF Fuenlabrada","RM",5e+05,1000
"615","Kgaogelo Chauke","England",18,58,75,"Southampton","RM",525000,3000
"616","Maximiliano Torrealba","Chile",18,58,73,"Deportivo Ñublense","RM",475000,500
"617","Mohamed Morabet","Germany",23,58,64,"1. FC Kaiserslautern","RM",325000,900
"618","Alex Parsons","Australia",21,58,68,"Brisbane Roar","RM",450000,800
"619","Leandro Soria","Argentina",16,58,80,"Godoy Cruz","RM",650000,500
"620","Romario Jesuraj","India",24,57,60,"FC Goa","RM",220000,500
"621","Henri Koide","Switzerland",20,57,71,"FC Zürich","RM",4e+05,2000
"622","Daniel Bouman","Australia",23,57,63,"Central Coast Mariners","RM",250000,500
"623","Ilir Qela","Germany",20,57,64,"TSV Havelse","RM",325000,500
"624","Bernardo Oliveira","Brazil",17,57,71,"Adelaide United","RM",375000,500
"625","Daniel Chesters","England",19,57,69,"West Ham United","RM",4e+05,5000
"626","Jasper Löffelsend","Germany",23,57,61,"Real Salt Lake","RM",240000,1000
"627","Jung Woo Han","Korea Republic",22,57,64,"Dundalk FC","RM",325000,600
"628","Anthony Descotte","Belgium",17,57,74,"Royal Charleroi S.C.","RM",4e+05,500
"629","Ibrahim Al Harbi","Saudi Arabia",25,57,58,"Al Fayha","RM",2e+05,3000
"630","Machop Chol","Sudan",22,57,64,"Atlanta United","RM",325000,1000
"631","David Gallardo","Argentina",24,57,62,"Club Atlético Sarmiento","RM",250000,2000
"632","Mateusz Wyjadlowski","Poland",21,57,67,"PGE FKS Stal Mielec","RM",375000,1000
"633","Bartosz Borun","Poland",21,56,67,"Slask Wroclaw","RM",325000,1000
"634","Alexander Bazdrigiannis","Germany",19,56,69,"SC Freiburg II","RM",350000,500
"635","Filip Bundgaard","Denmark",16,56,74,"Randers FC","RM",350000,500
"636","Ryotaro Ishida","Japan",19,56,70,"Nagoya Grampus","RM",350000,650
"637","Lleyton Brooks","Australia",20,56,67,"Melbourne Victory","RM",325000,1000
